order_id,order_date,ship_date,customer_id,location_id,ship_mode,order_priority
IN-2013-66776,23-12-2013,28-12-2013,NG-18430,LOC-C77A5A5358,Standard Class,Medium
ES-2014-2172414,07-08-2014,10-08-2014,PT-19090,LOC-8F7035085F,First Class,Medium
IT-2012-2399688,24-05-2012,29-05-2012,BF-11020,LOC-B48F98A0AF,Standard Class,High
IN-2014-13709,17-03-2014,23-03-2014,GH-14485,LOC-A61CBACEC8,Standard Class,Medium
ES-2012-4727188,21-08-2012,26-08-2012,TZ-21445,LOC-2B6D7376D8,Second Class,Medium
IN-2013-51292,19-11-2013,23-11-2013,JL-15175,LOC-48337AED9E,Standard Class,Medium
ES-2013-2371724,24-08-2013,27-08-2013,DW-13480,LOC-D7630E0902,Second Class,Critical
IN-2013-27828,26-08-2013,30-08-2013,VT-21700,LOC-4C0CEE4E2A,Standard Class,Medium
TU-2012-8730,22-02-2012,28-02-2012,TA-11385,LOC-88D388A659,Standard Class,Low
ES-2012-4138789,30-10-2012,03-11-2012,SG-20890,LOC-5CE5B03DCE,Standard Class,Medium
ES-2014-3499273,26-09-2014,29-09-2014,JB-16000,LOC-7D819CFA8B,First Class,Medium
IN-2013-69961,16-09-2013,21-09-2013,Dl-13600,LOC-02E821CFD5,Standard Class,Medium
CA-2013-146206,11-09-2013,15-09-2013,KT-16480,LOC-45CDFD37AC,Second Class,High
IN-2011-35920,03-06-2011,06-06-2011,SC-20770,LOC-EA95B970BB,First Class,High
CA-2014-123491,31-10-2014,06-11-2014,JK-15205,LOC-E18DB06109,Standard Class,Medium
MX-2011-137064,09-02-2011,11-02-2011,TP-21415,LOC-ED908A4087,Second Class,High
ES-2014-5925548,16-05-2014,21-05-2014,AA-10480,LOC-5C9275C887,Standard Class,Medium
MX-2011-104794,04-04-2011,08-04-2011,BW-11065,LOC-124AC6AB74,Standard Class,High
ES-2012-4263971,12-06-2012,16-06-2012,AB-10105,LOC-1171F43A27,Standard Class,High
ES-2014-4381460,08-03-2014,09-03-2014,GK-14620,LOC-E5F19EBD8D,First Class,Critical
MX-2013-137855,18-01-2013,24-01-2013,BM-11140,LOC-F3968ABBCC,Standard Class,Low
IN-2013-56794,05-04-2013,09-04-2013,ES-14080,LOC-9ADEACCA9E,Second Class,High
MX-2014-143161,18-11-2014,22-11-2014,LB-16735,LOC-E69A04C77A,Standard Class,Medium
MX-2011-135440,26-02-2011,28-02-2011,BS-11380,LOC-9A5B971FEB,Second Class,Medium
IN-2012-48548,11-05-2012,16-05-2012,RB-19360,LOC-520E9B1E2A,Second Class,High
US-2014-118752,21-07-2014,23-07-2014,RK-19300,LOC-5492051166,Second Class,Medium
MX-2014-149622,13-11-2014,17-11-2014,DB-12910,LOC-76ADB7A9CB,Second Class,High
CA-2013-118514,03-02-2013,10-02-2013,LC-17050,LOC-DDD07AD058,Standard Class,Low
IN-2014-13954,20-02-2014,26-02-2014,AB-10600,LOC-682AC63CB5,Standard Class,Medium
CA-2013-159891,31-01-2013,06-02-2013,BF-11170,LOC-1D9065DC34,Standard Class,Medium
MX-2012-146115,18-04-2012,25-04-2012,DP-13000,LOC-C18DF88003,Standard Class,Medium
MX-2013-130302,10-09-2013,14-09-2013,SF-20965,LOC-366F19E264,Standard Class,High
ES-2013-2447615,22-07-2013,26-07-2013,JB-16000,LOC-9E7EA94772,Standard Class,High
IT-2014-2851933,17-10-2014,23-10-2014,JD-15895,LOC-A3474A06F7,Standard Class,Low
ID-2012-83149,03-10-2012,10-10-2012,JB-16045,LOC-3CD6E420A4,Standard Class,Medium
ID-2011-47155,22-06-2011,24-06-2011,AR-10405,LOC-C27C766E89,First Class,High
ID-2011-80230,03-01-2011,09-01-2011,KL-16645,LOC-2F8025AEDF,Standard Class,Low
ES-2014-2394101,17-06-2014,20-06-2014,GP-14740,LOC-13AF9E36D7,Second Class,Medium
IN-2011-51271,06-10-2011,10-10-2011,EH-13990,LOC-5B6036CD6C,Standard Class,High
IN-2014-30880,09-10-2014,11-10-2014,LT-16765,LOC-3C7C147FBA,Second Class,High
ID-2014-19225,01-12-2014,05-12-2014,HL-15040,LOC-B46890B70B,Standard Class,Medium
IT-2011-2876489,04-07-2011,08-07-2011,CB-12415,LOC-8D4E37C314,Standard Class,High
ES-2014-1054685,20-05-2014,21-05-2014,MH-17455,LOC-E6D7F417E4,First Class,High
CA-2013-138968,16-03-2013,17-03-2013,FC-14335,LOC-3CBE928151,First Class,High
CA-2014-137449,30-06-2014,01-07-2014,ME-17725,LOC-F22C83177D,First Class,Critical
ID-2012-41520,13-11-2012,18-11-2012,MC-18100,LOC-8FAEF889FB,Standard Class,High
CA-2013-156265,03-08-2013,05-08-2013,BF-11020,LOC-2F3DBF3592,Second Class,Critical
IN-2013-56227,12-12-2013,16-12-2013,HG-14965,LOC-8E08E1401C,Second Class,Medium
ES-2014-2388184,12-08-2014,14-08-2014,JW-15955,LOC-349AAF12C7,Second Class,High
CA-2014-158246,10-11-2014,12-11-2014,JB-15400,LOC-4E946CB611,First Class,Critical
CA-2014-144484,12-09-2014,12-09-2014,CB-12025,LOC-3CBE928151,Same Day,High
MX-2014-157798,30-10-2014,03-11-2014,KN-16390,LOC-DF575BA85C,Second Class,Medium
ES-2012-4869643,01-06-2012,06-06-2012,TZ-21580,LOC-EAA5E2B526,Second Class,Medium
MX-2014-168550,18-06-2014,21-06-2014,ZD-21925,LOC-AE1B18F984,Second Class,Critical
US-2014-159205,01-04-2014,03-04-2014,DB-12910,LOC-D6F757F8C1,Second Class,Critical
IN-2011-49276,11-08-2011,13-08-2011,DS-13180,LOC-AD299469E6,Second Class,High
MX-2014-166905,25-12-2014,29-12-2014,PT-19090,LOC-5A4117EC39,Standard Class,Medium
ES-2013-4895029,18-02-2013,21-02-2013,MM-17260,LOC-F4CADA2C42,Second Class,Critical
IN-2014-71417,28-02-2014,04-03-2014,LD-17005,LOC-4ECBEF8304,Second Class,High
UP-2012-4620,07-11-2012,08-11-2012,MW-8235,LOC-28BBBD5F2F,First Class,High
IN-2012-54134,26-11-2012,03-12-2012,LB-16735,LOC-0A4186B81B,Standard Class,Medium
IN-2014-47337,11-12-2014,15-12-2014,VB-21745,LOC-4A28604A00,Standard Class,High
IN-2011-81308,31-05-2011,06-06-2011,ES-14080,LOC-255B5E756D,Standard Class,Medium
IN-2014-77689,28-06-2014,29-06-2014,SC-20050,LOC-FFCE4206D0,First Class,Critical
CG-2011-30,12-09-2011,18-09-2011,HR-4770,LOC-EAC309FFF0,Standard Class,Medium
IN-2014-22207,08-12-2014,08-12-2014,RE-19450,LOC-222A1D6CE1,Same Day,High
IN-2011-32581,12-12-2011,16-12-2011,MC-17605,LOC-9ADEACCA9E,Standard Class,High
IN-2013-37537,27-08-2013,01-09-2013,MG-17650,LOC-407BC4585D,Standard Class,Medium
ES-2012-1208415,05-09-2012,06-09-2012,BP-11050,LOC-9A419DC158,First Class,High
ES-2013-3150546,23-06-2013,26-06-2013,KW-16435,LOC-9A419DC158,First Class,Medium
ID-2013-83142,31-05-2013,02-06-2013,RP-19270,LOC-A88ACB9444,Second Class,High
ES-2014-4297997,20-08-2014,20-08-2014,KA-16525,LOC-24AAE7ACA2,Same Day,High
IN-2012-63143,12-09-2012,14-09-2012,JK-15625,LOC-C6E1C63A73,First Class,Critical
ES-2013-5820516,03-01-2013,05-01-2013,DL-13495,LOC-CF1EF65A3C,Second Class,High
ES-2014-1324878,03-07-2014,08-07-2014,RR-19315,LOC-73AEE21C2D,Standard Class,High
ES-2013-1299121,28-09-2013,28-09-2013,NH-18610,LOC-922FFA15F1,Same Day,Medium
ES-2012-5182504,01-10-2012,07-10-2012,DJ-13420,LOC-827E3C0F56,Standard Class,Medium
IT-2014-5410813,20-02-2014,27-02-2014,CM-11815,LOC-DEA3B2D9F8,Standard Class,Low
ES-2014-3066003,15-09-2014,21-09-2014,GW-14605,LOC-D808B84B44,Standard Class,Low
IN-2014-21115,11-01-2014,15-01-2014,CA-11965,LOC-6EFD222EF6,Standard Class,Medium
ID-2013-84717,07-10-2013,09-10-2013,PT-19090,LOC-D84A39D72E,Second Class,High
ES-2014-5093967,17-12-2014,23-12-2014,BF-11275,LOC-3A4E150AF9,Standard Class,Low
IN-2012-34324,03-10-2012,07-10-2012,RL-19615,LOC-CC37554058,Standard Class,Medium
IN-2011-19295,21-10-2011,25-10-2011,PJ-18835,LOC-D84A39D72E,Standard Class,Medium
ID-2012-73146,24-10-2012,30-10-2012,HM-14980,LOC-AF3B17DF5A,Standard Class,Medium
ES-2014-1474425,16-09-2014,22-09-2014,AP-10720,LOC-B00D09DF71,Standard Class,Medium
CA-2013-158694,11-11-2013,14-11-2013,AI-10855,LOC-B0EBECA5ED,Second Class,High
IT-2013-5238226,09-11-2013,14-11-2013,JG-15115,LOC-0B106E7E64,Standard Class,Medium
ES-2011-5335946,04-08-2011,10-08-2011,RC-19960,LOC-E71BDCEFB2,Standard Class,Low
IV-2014-6290,01-06-2014,03-06-2014,PN-8775,LOC-BB3BF041EF,Second Class,High
ES-2014-3848533,08-03-2014,14-03-2014,JH-16180,LOC-188F96F945,Standard Class,Low
IN-2013-45902,21-03-2013,25-03-2013,NK-18490,LOC-60887C3A47,Standard Class,High
SF-2012-2450,09-11-2012,13-11-2012,NP-8685,LOC-6D56C91810,Standard Class,Medium
US-2014-102106,30-06-2014,03-07-2014,CM-12655,LOC-7BCE2955D6,First Class,High
MX-2011-120418,16-12-2011,22-12-2011,PS-19045,LOC-13FA1EDCB3,Standard Class,Medium
MX-2011-141397,23-09-2011,28-09-2011,JP-15520,LOC-68AA6D0F71,Standard Class,High
IN-2013-47393,11-09-2013,14-09-2013,MH-17455,LOC-B7C9E5541F,First Class,High
IN-2012-78333,12-12-2012,17-12-2012,CM-12715,LOC-BBC559071D,Standard Class,High
CA-2011-119151,25-11-2011,29-11-2011,MP-18175,LOC-5205C5827F,Second Class,High
MX-2011-169628,11-12-2011,12-12-2011,TP-21130,LOC-E93EBB587D,First Class,High
MX-2011-129567,21-12-2011,23-12-2011,BG-11035,LOC-3242968A1F,First Class,Medium
IT-2014-2840952,17-11-2014,21-11-2014,CB-12535,LOC-0E8051E604,Standard Class,Medium
IT-2012-5960351,16-03-2012,21-03-2012,HP-14815,LOC-35A83372EC,Standard Class,High
CA-2013-124590,13-11-2013,17-11-2013,SP-20920,LOC-01F966EA05,Standard Class,Medium
CA-2012-150770,03-05-2012,06-05-2012,LC-16870,LOC-EBE7B9C59C,First Class,Critical
NI-2014-3990,05-09-2014,07-09-2014,SV-10815,LOC-A84F2B4D82,Second Class,High
MX-2011-169019,11-11-2011,12-11-2011,RD-19930,LOC-2BD08D33F0,Same Day,High
MX-2013-149538,18-12-2013,23-12-2013,TA-21385,LOC-556D45D753,Standard Class,High
CA-2014-140053,04-07-2014,11-07-2014,CA-12265,LOC-2AE0F97FF7,Standard Class,Low
MX-2013-153654,21-01-2013,25-01-2013,DW-13540,LOC-52A3D40988,Second Class,Medium
CA-2014-142622,31-10-2014,03-11-2014,JK-15625,LOC-9C55B9C6F9,First Class,Medium
IT-2014-5989338,12-04-2014,18-04-2014,MP-17965,LOC-B17FACDB3B,Standard Class,Medium
IN-2014-43039,04-10-2014,11-10-2014,MG-17680,LOC-1BB794ABA7,Standard Class,Low
MA-2013-2910,19-07-2013,24-07-2013,LR-7035,LOC-344C1925C0,Standard Class,High
IN-2013-13149,16-12-2013,18-12-2013,JW-15955,LOC-B58E4EFE96,Second Class,High
MX-2014-136700,26-09-2014,27-09-2014,LB-16735,LOC-E67F1F5BA9,First Class,High
ID-2013-15837,17-09-2013,20-09-2013,LC-16870,LOC-072A54C0A2,First Class,Critical
ES-2013-2694304,25-10-2013,28-10-2013,TB-21595,LOC-830C8383A0,Second Class,High
MX-2011-120054,30-08-2011,01-09-2011,SN-20560,LOC-0893A9D297,First Class,High
ES-2014-2774938,01-01-2014,03-01-2014,FH-14350,LOC-E42B375E6A,Second Class,High
ES-2014-1472055,04-06-2014,04-06-2014,EL-13735,LOC-73AEE21C2D,Same Day,High
CA-2011-106376,05-12-2011,10-12-2011,BS-11590,LOC-3FF37FE71C,Standard Class,Medium
US-2013-150861,04-12-2013,07-12-2013,EG-13900,LOC-708D79D438,First Class,Medium
EG-2012-3730,02-08-2012,04-08-2012,RA-9285,LOC-7AF3196D8D,Second Class,Critical
US-2011-156034,09-12-2011,13-12-2011,BG-11695,LOC-28556DF94E,Standard Class,Medium
ES-2013-2911640,19-11-2013,21-11-2013,JG-15805,LOC-6E0D510FEC,First Class,High
IN-2011-52300,06-12-2011,07-12-2011,AH-10210,LOC-B706EADC8D,First Class,Medium
IR-2013-390,22-03-2013,22-03-2013,JG-5160,LOC-9618BD64D1,Same Day,Critical
IN-2014-17104,27-03-2014,31-03-2014,SU-20665,LOC-B1D17B2628,Second Class,High
CA-2013-152289,27-08-2013,29-08-2013,LC-16930,LOC-1F19704CD3,First Class,Medium
MX-2014-142566,09-10-2014,14-10-2014,RA-19945,LOC-DBCADBF399,Standard Class,Medium
MR-2013-900,28-06-2013,05-07-2013,SC-10845,LOC-B11A62C1EA,Standard Class,Low
ES-2014-4598380,05-11-2014,05-11-2014,BW-11200,LOC-A3095428A7,Same Day,High
US-2011-153745,25-11-2011,28-11-2011,LD-17005,LOC-70FABEB05D,First Class,Medium
MX-2012-147382,04-12-2012,07-12-2012,MH-17620,LOC-75EF952A9E,Second Class,Medium
ES-2014-2638373,14-08-2014,20-08-2014,JC-15385,LOC-3F337994B7,Standard Class,Low
MX-2011-121671,03-10-2011,08-10-2011,ED-13885,LOC-7139E6142B,Standard Class,Medium
CA-2013-168543,04-07-2013,08-07-2013,DK-13225,LOC-71FEFCBBEE,Standard Class,High
IN-2013-33400,08-06-2013,13-06-2013,TB-21625,LOC-BAD23CC07C,Standard Class,High
CM-2011-1770,20-06-2011,20-06-2011,CL-2565,LOC-8792A2AEF6,Same Day,Critical
US-2014-128951,16-07-2014,18-07-2014,RS-19420,LOC-7E0684D08C,First Class,Medium
CA-2012-125416,02-11-2012,02-11-2012,KC-16540,LOC-9C55B9C6F9,Same Day,Critical
US-2014-109253,22-08-2014,23-08-2014,PR-18880,LOC-E43E224DB3,First Class,Medium
IT-2012-3079936,17-09-2012,22-09-2012,LH-17020,LOC-979D4A5DEE,Second Class,Medium
IN-2014-52538,26-03-2014,30-03-2014,LS-17245,LOC-4BCFA1B57B,Standard Class,High
IN-2012-11210,25-04-2012,30-04-2012,JM-15265,LOC-BEC3C5343C,Second Class,High
IN-2013-37929,20-09-2013,22-09-2013,BW-11110,LOC-371F0B203B,Second Class,Critical
RO-2013-8050,08-01-2013,13-01-2013,CG-2520,LOC-834B642615,Standard Class,High
MX-2013-130876,04-01-2013,04-01-2013,PV-18985,LOC-5A4117EC39,Same Day,Critical
IN-2012-55821,06-06-2012,07-06-2012,BF-11215,LOC-8B1047FE0E,First Class,High
IN-2014-76058,13-03-2014,15-03-2014,FO-14305,LOC-43E5867463,First Class,High
ES-2011-4450646,30-11-2011,01-12-2011,VB-21745,LOC-54EFD84184,First Class,High
ID-2013-52370,29-05-2013,02-06-2013,JR-15670,LOC-D7C6D25005,Standard Class,Medium
MX-2012-133718,03-09-2012,06-09-2012,CR-12730,LOC-CE70ACCBBC,First Class,High
ES-2014-5444640,01-10-2014,04-10-2014,FG-14260,LOC-4CB920B769,First Class,Critical
IT-2013-1961543,05-09-2013,11-09-2013,BD-11635,LOC-F2CF34B533,Standard Class,Medium
US-2011-163874,11-01-2011,12-01-2011,PF-19165,LOC-DFB7368553,First Class,Medium
ES-2011-1647523,19-09-2011,21-09-2011,TT-21220,LOC-9FEB3C611F,First Class,Critical
ES-2013-2212734,12-09-2013,14-09-2013,AJ-10780,LOC-2BB4FCD7ED,First Class,Medium
IT-2014-2907373,06-01-2014,10-01-2014,JL-15175,LOC-8D4E37C314,Standard Class,High
IN-2014-51628,19-05-2014,22-05-2014,SR-20740,LOC-BF749D2307,Second Class,High
ES-2012-2412883,31-08-2012,06-09-2012,LC-16960,LOC-5243CA1F85,Standard Class,Medium
ID-2014-12603,17-11-2014,17-11-2014,MZ-17515,LOC-7448F6BAEB,Same Day,Critical
CA-2014-162691,02-08-2014,08-08-2014,AS-10045,LOC-E651997382,Standard Class,Medium
US-2011-162628,30-09-2011,04-10-2011,AM-10360,LOC-A16C72D0A0,Standard Class,Medium
IN-2014-54547,14-02-2014,19-02-2014,TB-21400,LOC-37CD67756B,Standard Class,Medium
MX-2014-168956,06-06-2014,13-06-2014,EM-14200,LOC-53DC1BEC8B,Standard Class,Low
IN-2014-10132,24-04-2014,28-04-2014,JF-15295,LOC-562BA13087,Second Class,Medium
CA-2014-130141,23-10-2014,25-10-2014,HA-14905,LOC-890E8F182A,Second Class,Critical
US-2011-106299,02-08-2011,08-08-2011,NZ-18565,LOC-4DCCBFFDC7,Standard Class,Medium
US-2014-164056,30-04-2014,05-05-2014,FM-14215,LOC-1C799DA676,Second Class,High
IT-2014-1534186,02-08-2014,08-08-2014,VG-21790,LOC-B6A6F03F32,Standard Class,Low
MX-2012-167122,23-04-2012,27-04-2012,ML-17395,LOC-798A861B6E,Standard Class,High
IN-2013-33022,06-06-2013,06-06-2013,MG-17890,LOC-8DC93C1A9A,Same Day,Critical
MX-2014-108217,29-04-2014,06-05-2014,PB-19210,LOC-714DACBBE5,Standard Class,Low
MX-2014-142601,18-12-2014,23-12-2014,MM-17920,LOC-774370A9C8,Standard Class,Medium
ES-2011-3121115,23-11-2011,27-11-2011,RE-19450,LOC-2DB0D6289D,Standard Class,High
IN-2014-76044,25-11-2014,29-11-2014,CD-11980,LOC-EA95B970BB,Standard Class,High
IN-2013-12715,14-06-2013,16-06-2013,CS-12175,LOC-D3B62C65FF,First Class,Critical
ID-2013-24958,28-05-2013,03-06-2013,ML-17755,LOC-C20CB2A4B8,Standard Class,Low
MX-2014-130694,25-03-2014,27-03-2014,AR-10825,LOC-E8C9C07960,First Class,High
CA-2012-140984,14-09-2012,18-09-2012,CC-12685,LOC-4B42472FBE,Standard Class,Medium
MX-2012-120019,20-11-2012,24-11-2012,VP-21760,LOC-A4AD92EA17,Standard Class,High
IN-2013-49227,14-09-2013,21-09-2013,YC-21895,LOC-FCE553C0A5,Standard Class,Medium
ES-2012-4262663,30-10-2012,01-11-2012,PR-18880,LOC-CF3EBDE88C,First Class,High
US-2014-162558,03-10-2014,06-10-2014,Dp-13240,LOC-34B99A301F,First Class,High
MX-2011-146535,16-09-2011,19-09-2011,BP-11155,LOC-3E0459041D,First Class,High
SA-2014-8580,09-05-2014,11-05-2014,IG-5085,LOC-31EF6FF110,Second Class,High
CA-2014-104640,11-11-2014,17-11-2014,FH-14275,LOC-309C6B70D3,Standard Class,Low
ES-2014-1651774,03-07-2014,08-07-2014,GH-14425,LOC-160F278015,Standard Class,Medium
MX-2011-169397,05-12-2011,09-12-2011,JS-15685,LOC-E93EBB587D,Second Class,High
SU-2014-8840,23-06-2014,27-06-2014,EM-4200,LOC-9DF417B8E3,Standard Class,Medium
EG-2014-480,03-10-2014,07-10-2014,EG-3900,LOC-384316EC29,Second Class,Medium
CA-2012-120782,28-04-2012,01-05-2012,SD-20485,LOC-8BD31A8000,First Class,Medium
ES-2013-2569541,11-09-2013,13-09-2013,FC-14335,LOC-E3C65EAFE8,Second Class,Critical
MX-2014-136280,30-06-2014,02-07-2014,VG-21790,LOC-5D04FBB49E,First Class,Critical
US-2012-148467,19-12-2012,22-12-2012,JL-15835,LOC-5E1B42EC5B,Second Class,High
IN-2014-65817,24-02-2014,28-02-2014,CC-12610,LOC-DA3E4CFA6E,Standard Class,Medium
IN-2014-37033,27-08-2014,31-08-2014,AT-10435,LOC-9BE1938FE3,Standard Class,Medium
ES-2011-2111237,02-05-2011,06-05-2011,BD-11320,LOC-812D0B8E2B,Standard Class,Medium
ID-2012-59181,24-07-2012,26-07-2012,HA-14920,LOC-9BE1938FE3,First Class,High
US-2014-152492,04-11-2014,08-11-2014,NS-18640,LOC-0655D9BD8A,Standard Class,High
ES-2012-2522806,12-01-2012,17-01-2012,KL-16555,LOC-4CB920B769,Standard Class,Medium
ID-2014-57627,09-08-2014,14-08-2014,CC-12370,LOC-EBCBFE1372,Standard Class,High
CA-2012-154823,21-08-2012,25-08-2012,KN-16390,LOC-BF8320C3A1,Standard Class,High
IN-2013-60504,06-09-2013,08-09-2013,DM-12955,LOC-14B4798221,First Class,High
ES-2012-1605634,18-08-2012,20-08-2012,RS-19870,LOC-C88935CAD6,Second Class,High
IN-2013-25245,17-04-2013,22-04-2013,JH-15985,LOC-37CD67756B,Standard Class,Medium
ES-2012-4984653,05-01-2012,05-01-2012,CC-12100,LOC-03DE79B008,Same Day,High
IN-2014-86579,29-09-2014,04-10-2014,PF-19120,LOC-A35CAEC03F,Standard Class,High
AG-2011-9670,22-12-2011,24-12-2011,DK-2835,LOC-93CDC7B53A,First Class,Medium
US-2013-100461,08-01-2013,12-01-2013,JO-15145,LOC-704F9D1183,Standard Class,Medium
IN-2014-53651,19-08-2014,22-08-2014,CM-12115,LOC-D42C137995,First Class,Critical
MZ-2012-3310,14-01-2012,16-01-2012,CM-2385,LOC-275D83A09E,Second Class,Critical
CA-2014-105851,14-03-2014,21-03-2014,SE-20110,LOC-A8DA1B0EC0,Standard Class,Low
US-2014-154361,10-11-2014,16-11-2014,AH-10195,LOC-639A289C94,Standard Class,Medium
ES-2013-3158080,22-07-2013,29-07-2013,DK-12895,LOC-2DB0D6289D,Standard Class,Low
EZ-2013-9740,19-06-2013,24-06-2013,JE-5745,LOC-E929C474D8,Standard Class,Medium
ES-2014-3352897,23-12-2014,29-12-2014,CW-11905,LOC-9A419DC158,Standard Class,Medium
IN-2012-41828,07-07-2012,09-07-2012,MP-18175,LOC-75EB97B748,First Class,Critical
ES-2014-2271414,19-12-2014,23-12-2014,AS-10225,LOC-AB7EF9FDA0,Standard Class,Medium
US-2014-110485,10-10-2014,15-10-2014,KW-16435,LOC-47FACCD8BC,Second Class,High
MX-2013-161438,16-08-2013,18-08-2013,RW-19540,LOC-E8C9C07960,Second Class,High
ES-2014-1166113,14-01-2014,19-01-2014,RA-19285,LOC-051564DFCF,Second Class,Medium
MX-2013-138891,21-09-2013,24-09-2013,TB-21625,LOC-6B10FF1626,First Class,Medium
RO-2014-4460,27-03-2014,31-03-2014,CA-1965,LOC-7BBD0086CB,Standard Class,Medium
IN-2011-15788,06-12-2011,12-12-2011,SC-20695,LOC-D7C6D25005,Standard Class,Medium
MX-2011-151365,05-12-2011,12-12-2011,HE-14800,LOC-2D284ED432,Standard Class,Low
IZ-2014-6400,11-09-2014,13-09-2014,Dl-3600,LOC-3E31DE40BA,First Class,Critical
IN-2011-70780,03-10-2011,03-10-2011,JK-15205,LOC-F54B985A01,Same Day,Medium
CA-2012-140557,07-09-2012,11-09-2012,TN-21040,LOC-5205C5827F,Standard Class,High
SU-2011-1150,30-08-2011,01-09-2011,DL-2865,LOC-71D4D7A983,Second Class,Critical
CA-2012-153549,29-03-2012,31-03-2012,SL-20155,LOC-396C96B241,Second Class,Medium
CA-2012-168088,19-03-2012,22-03-2012,CM-12655,LOC-E76A21A986,First Class,Critical
ID-2012-10139,11-06-2012,15-06-2012,KA-16525,LOC-12D2692870,Standard Class,High
MX-2013-130204,24-06-2013,29-06-2013,TB-21520,LOC-D313F1FE57,Standard Class,Medium
IR-2013-7680,27-11-2013,02-12-2013,MC-7575,LOC-77574414BD,Standard Class,High
ES-2013-2926991,14-06-2013,21-06-2013,SR-20740,LOC-C1A088285C,Standard Class,Medium
IT-2012-1478733,13-07-2012,17-07-2012,CS-12250,LOC-188F96F945,Standard Class,High
MX-2013-141768,05-04-2013,08-04-2013,JM-15580,LOC-5CF9CC5F5F,First Class,Critical
IN-2014-33869,04-09-2014,08-09-2014,LS-17230,LOC-ABDB8A3A49,Standard Class,High
MX-2013-159583,02-01-2013,06-01-2013,TN-21040,LOC-D492418262,Standard Class,Medium
ES-2014-3705262,18-08-2014,21-08-2014,IM-15070,LOC-0CA04EB740,Second Class,Critical
ID-2014-26869,23-05-2014,25-05-2014,NC-18340,LOC-682AC63CB5,Second Class,Medium
EZ-2011-7050,04-10-2011,08-10-2011,CM-2445,LOC-E4324C90D7,Standard Class,High
CA-2014-113558,22-10-2014,27-10-2014,PH-18790,LOC-D8ED191244,Standard Class,High
CA-2012-111948,11-11-2012,11-11-2012,AG-10495,LOC-A6C700D95D,Same Day,Critical
CA-2013-163804,03-12-2013,09-12-2013,DB-13270,LOC-2EA97FDD4C,Standard Class,Medium
US-2011-148838,17-03-2011,21-03-2011,CP-12340,LOC-309C6B70D3,Standard Class,Medium
ML-2012-5100,18-09-2012,25-09-2012,EB-4110,LOC-3152C36974,Standard Class,Medium
CA-2012-118423,24-03-2012,27-03-2012,DP-13390,LOC-E1C69FEC80,First Class,High
ES-2013-3159008,16-09-2013,21-09-2013,MR-17545,LOC-980DFC0E2E,Standard Class,High
MX-2012-158988,06-10-2012,07-10-2012,JH-15985,LOC-CE70ACCBBC,Same Day,High
IN-2012-73006,05-10-2012,07-10-2012,KC-16540,LOC-C9B9458665,Second Class,High
MX-2012-150301,14-08-2012,16-08-2012,RA-19945,LOC-0493DF573A,Second Class,Medium
IN-2014-12911,24-09-2014,28-09-2014,DP-13105,LOC-4ECBEF8304,Standard Class,High
IN-2011-40141,22-06-2011,26-06-2011,SS-20140,LOC-BEC3C5343C,Standard Class,High
US-2014-117534,26-03-2014,27-03-2014,CV-12295,LOC-586FB5B7F3,First Class,Critical
IN-2014-31671,28-08-2014,01-09-2014,SR-20425,LOC-38B469D3B7,Standard Class,High
IN-2013-11679,02-11-2013,08-11-2013,EJ-13720,LOC-37CD67756B,Standard Class,Low
US-2014-146367,10-12-2014,12-12-2014,GZ-14470,LOC-690AF96FBA,First Class,Medium
IN-2011-52853,03-03-2011,08-03-2011,MV-18190,LOC-90E8CF5128,Second Class,High
ES-2013-2963054,03-12-2013,07-12-2013,BD-11620,LOC-6123DEB9A0,Standard Class,Medium
AO-2013-1640,25-10-2013,29-10-2013,IG-5085,LOC-415A720000,Second Class,High
IN-2012-24027,08-08-2012,14-08-2012,RD-19585,LOC-546371B188,Standard Class,Medium
ES-2014-2683001,23-09-2014,25-09-2014,AR-10825,LOC-A14A8C25BC,First Class,Medium
CA-2013-105081,26-12-2013,31-12-2013,JE-15715,LOC-9C55B9C6F9,Standard Class,Medium
RS-2013-1800,14-03-2013,20-03-2013,MN-7935,LOC-8C0DC5D924,Standard Class,Medium
ES-2011-4314290,18-07-2011,23-07-2011,SR-20740,LOC-FC440EE3B6,Standard Class,Medium
ID-2012-46210,31-08-2012,04-09-2012,CR-12730,LOC-8FAEF889FB,Standard Class,High
IT-2011-2185983,26-04-2011,27-04-2011,RC-19825,LOC-54EFD84184,Same Day,Critical
IN-2014-20772,23-09-2014,25-09-2014,SC-20050,LOC-2D6F22CF25,Second Class,Medium
IT-2014-1966077,07-08-2014,11-08-2014,DB-12910,LOC-7FD05E5053,Standard Class,Medium
IN-2014-15333,15-12-2014,20-12-2014,CC-12610,LOC-562BA13087,Standard Class,High
US-2011-102715,11-04-2011,13-04-2011,JK-15370,LOC-EF114F566C,Second Class,Critical
IN-2013-64851,10-05-2013,16-05-2013,SW-20350,LOC-37CD67756B,Standard Class,Low
ES-2013-2993189,18-06-2013,23-06-2013,SE-20110,LOC-F675CEA147,Standard Class,Medium
ES-2014-1987504,02-08-2014,04-08-2014,JK-15640,LOC-A3095428A7,Second Class,Critical
MX-2014-113586,18-11-2014,18-11-2014,HK-14890,LOC-FACCECF30F,Same Day,High
